Business Unit,Division,Family,Product,Product Description,UoM,Orderable UoM,Barcode (GTIN)
Coronary,Dilatation,TREK,1012275-20,TREK Coronary Dilatation Catheter 3.25 mm x 20 mm / Rapid-Exchange,EA,1,08717648138515
Coronary,Dilatation,TREK,1012275-25,TREK Coronary Dilatation Catheter 3.25 mm x 25 mm / Rapid-Exchange,EA,1,08717648138522
Coronary,Dilatation,TREK,1012275-30,TREK Coronary Dilatation Catheter 3.25 mm x 30 mm / Rapid-Exchange,EA,1,08717648138539
Coronary,Dilatation,TREK,1012276-06,TREK Coronary Dilatation Catheter 3.50 mm x 6 mm / Rapid-Exchange,EA,1,08717648138546
Coronary,Dilatation,TREK,1012276-08,TREK Coronary Dilatation Catheter 3.50 mm x 8 mm / Rapid-Exchange,EA,1,08717648138553
Coronary,Dilatation,TREK,1012276-12,TREK Coronary Dilatation Catheter 3.50 mm x 12 mm / Rapid-Exchange,EA,1,08717648138560
Coronary,Dilatation,TREK,1012276-15,TREK Coronary Dilatation Catheter 3.50 mm x 15 mm / Rapid-Exchange,EA,1,08717648138577
Coronary,Dilatation,TREK,1012276-20,TREK Coronary Dilatation Catheter 3.50 mm x 20 mm / Rapid-Exchange,EA,1,08717648138584
Coronary,Dilatation,TREK,1012276-25,TREK Coronary Dilatation Catheter 3.50 mm x 25 mm / Rapid-Exchange,EA,1,08717648138591
Coronary,Dilatation,TREK,1012276-30,TREK Coronary Dilatation Catheter 3.50 mm x 30 mm / Rapid-Exchange,EA,1,08717648138607
Coronary,Dilatation,TREK,1012277-06,TREK Coronary Dilatation Catheter 3.75 mm x 6 mm / Rapid-Exchange,EA,1,08717648138614
Coronary,Dilatation,TREK,1012277-08,TREK Coronary Dilatation Catheter 3.75 mm x 8 mm / Rapid-Exchange,EA,1,08717648138621
Coronary,Dilatation,TREK,1012277-12,TREK Coronary Dilatation Catheter 3.75 mm x 12 mm / Rapid-Exchange,EA,1,08717648138638
Coronary,Dilatation,TREK,1012277-15,TREK Coronary Dilatation Catheter 3.75 mm x 15 mm / Rapid-Exchange,EA,1,08717648138645
Coronary,Dilatation,TREK,1012277-20,TREK Coronary Dilatation Catheter 3.75 mm x 20 mm / Rapid-Exchange,EA,1,08717648138652
Coronary,Dilatation,TREK,1012277-25,TREK Coronary Dilatation Catheter 3.75 mm x 25 mm / Rapid-Exchange,EA,1,08717648138669
Coronary,Dilatation,TREK,1012277-30,TREK Coronary Dilatation Catheter 3.75 mm x 30 mm / Rapid-Exchange,EA,1,08717648138676
Coronary,Dilatation,TREK,1012278-06,TREK Coronary Dilatation Catheter 4.0 mm x 6 mm / Rapid-Exchange,EA,1,08717648138683
Coronary,Dilatation,TREK,1012278-08,TREK Coronary Dilatation Catheter 4.0 mm x 8 mm / Rapid-Exchange,EA,1,08717648138690
Coronary,Dilatation,TREK,1012278-12,TREK Coronary Dilatation Catheter 4.0 mm x 12 mm / Rapid-Exchange,EA,1,08717648138706
Coronary,Dilatation,TREK,1012278-15,TREK Coronary Dilatation Catheter 4.0 mm x 15 mm / Rapid-Exchange,EA,1,08717648138713
Coronary,Dilatation,TREK,1012278-20,TREK Coronary Dilatation Catheter 4.0 mm x 20 mm / Rapid-Exchange,EA,1,08717648138720
Coronary,Dilatation,TREK,1012278-25,TREK Coronary Dilatation Catheter 4.0 mm x 25 mm / Rapid-Exchange,EA,1,08717648138737
Coronary,Dilatation,TREK,1012278-30,TREK Coronary Dilatation Catheter 4.0 mm x 30 mm / Rapid-Exchange,EA,1,08717648138744
Coronary,Dilatation,TREK,1012279-12,TREK Coronary Dilatation Catheter 4.50 mm x 12 mm / Rapid-Exchange,EA,1,08717648138751
Coronary,Dilatation,TREK,1012279-15,TREK Coronary Dilatation Catheter 4.50 mm x 15 mm / Rapid-Exchange,EA,1,08717648138768
Coronary,Dilatation,TREK,1012280-12,TREK Coronary Dilatation Catheter 5.0 mm x 12 mm / Rapid-Exchange,EA,1,08717648138775
Coronary,Dilatation,TREK,1012280-15,TREK Coronary Dilatation Catheter 5.0 mm x 15 mm / Rapid-Exchange,EA,1,08717648138782
Coronary,Dilatation,TREK,1012401-06Z,MINI TREK II Coronary Dilitation Catheter 1.20 mm x 6 mm / Over-the-Wire,EA,1,08717648181351
Coronary,Dilatation,TREK,1012401-08Z,MINI TREK II Coronary Dilitation Cathet er 1.20 mm x 8 mm / Over-the-Wire,EA,1,08717648181368
Coronary,Dilatation,TREK,1012401-12Z,MINI TREK II Coronary Dilitation Catheter 1.20 mm x 12 mm / Over-the-Wire,EA,1,08717648181375
Coronary,Dilatation,TREK,1012401-15Z,MINI TREK II Coronary Dilitation Catheter 1.20 mm x 15 mm / Over-the-Wire,EA,1,08717648181559
Coronary,Dilatation,TREK,1012401-20Z,MINI TREK II Coronary Dilitation Catheter 1.20 mm x 20 mm / Over-the-Wire,EA,1,08717648180743
Coronary,Dilatation,TREK,1012402-06A,MINI TREK II Coronary Dilatation Catheter 1.50 mm x 6 mm / Over-the-Wire,EA,1,08717648180804
Coronary,Dilatation,TREK,1012402-08A,MINI TREK II Coronary Dilatation Catheter 1.50 mm x 8 mm / Over-the-Wire,EA,1,08717648180811
Coronary,Dilatation,TREK,1012402-12A,MINI TREK II Coronary Dilatation Catheter 1.50 mm x 12 mm / Over-the-Wire,EA,1,08717648180828
Coronary,Dilatation,TREK,1012402-15A,MINI TREK II Coronary Dilatation Catheter 1.50 mm x 15 mm / Over-the-Wire,EA,1,08717648180835
Coronary,Dilatation,TREK,1012402-20A,MINI TREK II Coronary Dilatation Catheter 1.50 mm x 20 mm / Over-the-Wire,EA,1,08717648180842
Coronary,Dilatation,TREK,1012403-06A,MINI TREK II Coronary Dilatation Catheter 2.0 mm x 6 mm / Over-the-Wire,EA,1,08717648180859
Coronary,Dilatation,TREK,1012403-08A,MINI TREK II Coronary Dilatation Catheter 2.0 mm x 8 mm / Over-the-Wire,EA,1,08717648180866
Coronary,Dilatation,TREK,1012403-12A,MINI TREK II Coronary Dilatation Catheter 2.0 mm x 12 mm / Over-the-Wire,EA,1,08717648180873
Coronary,Dilatation,TREK,1012403-15A,MINI TREK II Coronary Dilatation Catheter 2.0 mm x 15 mm / Over-the-Wire,EA,1,08717648180880
Coronary,Dilatation,TREK,1012403-20A,MINI TREK II Coronary Dilatation Catheter 2.0 mm x 20 mm / Over-the-Wire,EA,1,08717648180897
Coronary,Dilatation,TREK,1012404-06,TREK Coronary Dilatation Catheter 2.25 mm x 6 mm / Over-the-Wire,EA,1,08717648153884
Coronary,Dilatation,TREK,1012404-08,TREK Coronary Dilatation Catheter 2.25 mm x 8 mm / Over-the-Wire,EA,1,08717648153891
Coronary,Dilatation,TREK,1012404-12,TREK Coronary Dilatation Catheter 2.25 mm x 12 mm / Over-the-Wire,EA,1,08717648153907
Coronary,Dilatation,TREK,1012404-15,TREK Coronary Dilatation Catheter 2.25 mm x 15 mm / Over-the-Wire,EA,1,08717648153914
Coronary,Dilatation,TREK,1012404-20,TREK Coronary Dilatation Catheter 2.25 mm x 20 mm / Over-the-Wire,EA,1,08717648153921
Coronary,Dilatation,TREK,1012404-25,TREK Coronary Dilatation Catheter 2.25 mm x 25 mm / Over-the-Wire,EA,1,08717648153938
Coronary,Dilatation,TREK,1012404-30,TREK Coronary Dilatation Catheter 2.25 mm x 30 mm / Over-the-Wire,EA,1,08717648153945
Coronary,Dilatation,TREK,1012405-06,TREK Coronary Dilatation Catheter 2.50 mm x 6 mm / Over-the-Wire,EA,1,08717648153952
Coronary,Dilatation,TREK,1012405-08,TREK Coronary Dilatation Catheter 2.50 mm x 8 mm / Over-the-Wire,EA,1,08717648153969
Coronary,Dilatation,TREK,1012405-12,TREK Coronary Dilatation Catheter 2.50 mm x 12 mm / Over-the-Wire,EA,1,08717648153976
Coronary,Dilatation,TREK,1012405-15,TREK Coronary Dilatation Catheter 2.50 mm x 15 mm / Over-the-Wire,EA,1,08717648153983
Coronary,Dilatation,TREK,1012405-20,TREK Coronary Dilatation Catheter 2.50 mm x 20 mm/ Over-the-Wire,EA,1,08717648153990
Coronary,Dilatation,TREK,1012405-25,TREK Coronary Dilatation Catheter 2.50 mm x 25 mm / Over-the-Wire,EA,1,08717648154003
Coronary,Dilatation,TREK,1012405-30,TREK Coronary Dilatation Catheter 2.50 mm x 30 mm / Over-the-Wire,EA,1,08717648154010
Coronary,Dilatation,TREK,1012406-06,TREK Coronary Dilatation Catheter 2.75 mm x 6 mm / Over-the-Wire,EA,1,08717648154027
Coronary,Dilatation,TREK,1012406-08,TREK Coronary Dilatation Catheter 2.75 mm x 8 mm / Over-the-Wire,EA,1,08717648154034
Coronary,Dilatation,TREK,1012406-12,TREK Coronary Dilatation Catheter 2.75 mm x 12 mm / Over-the-Wire,EA,1,08717648154041
Coronary,Dilatation,TREK,1012406-15,TREK Coronary Dilatation Catheter 2.75 mmx 15 mm / Over-the-Wire,EA,1,08717648154058
Coronary,Dilatation,TREK,1012406-20,TREK Coronary Dilatation Catheter 2.75 mm x 20 mm / Over-the-Wire,EA,1,08717648154065
Coronary,Dilatation,TREK,1012406-25,TREK Coronary Dilatation Catheter 2.75 mm x 25 mm / Over-the-Wire,EA,1,08717648154072
Coronary,Dilatation,TREK,1012406-30,TREK Coronary Dilatation Catheter 2.75 mm x 30 mm / Over-the-Wire,EA,1,08717648154089
Coronary,Dilatation,TREK,1012407-06,TREK Coronary Dilatation Catheter 3.00 mm x 6 mm / Over-the-Wire,EA,1,08717648154096
Coronary,Dilatation,TREK,1012407-08,TREK Coronary Dilatation Catheter 3.00 mm x 8 mm / Over-the-Wire,EA,1,08717648154102
Coronary,Dilatation,TREK,1012407-12,TREK Coronary Dilatation Catheter3.00 mm x 12 mm / Over-the-Wire,EA,1,08717648154119
Coronary,Dilatation,TREK,1012407-15,TREK Coronary Dilatation Catheter 3.00 mm x 15 mm / Over-the-Wire,EA,1,08717648154126
Coronary,Dilatation,TREK,1012407-20,TREK Coronary Dilatation Catheter 3.00 mm x 20 mm / Over-the-Wire,EA,1,08717648154133
Coronary,Dilatation,TREK,1012407-25,TREK Coronary Dilatation Catheter 3.00 mm x 25 mm / Over-the-Wire,EA,1,08717648154140
Coronary,Dilatation,TREK,1012407-30,TREK Coronary Dilatation Catheter 3.00 mm x 30 mm / Over-the-Wire,EA,1,08717648154157
Coronary,Dilatation,TREK,1012408-06,TREK Coronary Dilatation Catheter 3.25 mm x 6 mm / Over-the-Wire,EA,1,08717648154164
Coronary,Dilatation,TREK,1012408-08,TREK Coronary DilatationCatheter 3.25 mm x 8 mm / Over-the-Wire,EA,1,08717648154171
Coronary,Dilatation,TREK,1012408-12,TREK Coronary Dilatation Catheter 3.25 mm x 12 mm / Over-the-Wire,EA,1,08717648154188
Coronary,Dilatation,TREK,1012408-15,TREK Coronary Dilatation Catheter 3.25 mm x 15 mm / Over-the-Wire,EA,1,08717648154195
Coronary,Dilatation,TREK,1012408-20,TREK Coronary Dilatation Catheter 3.25 mm x 20 mm / Over-the-Wire,EA,1,08717648154201
Coronary,Dilatation,TREK,1012408-25,TREK Coronary Dilatation Catheter 3.25 mm x 25 mm / Over-the-Wire,EA,1,08717648154218
Coronary,Dilatation,TREK,1012408-30,TREK Coronary Dilatation Catheter 3.25 mm x 30 mm / Over-the-Wire,EA,1,08717648154225
Coronary,Dilatation,TREK,1012409-06,TREK Coronary Dilatation Catheter 3.50 mm x 6 mm / Over-the-Wire,EA,1,08717648154232
Coronary,Dilatation,TREK,1012409-08,TREK Coronary Dilatation Catheter 3.50 mm x 8 mm / Over-the-Wire,EA,1,08717648154249
Coronary,Dilatation,TREK,1012409-12,TREK Coronary Dilatation Catheter 3.50 mm x 12 mm / Over-the-Wire,EA,1,08717648154256
Coronary,Dilatation,TREK,1012409-15,TREK Coronary Dilatation Catheter 3.50 mm x 15 mm / Over-the-Wire,EA,1,08717648154263
Coronary,Dilatation,TREK,1012409-20,TREK Coronary Dilatation Catheter 3.50 mm x 20 mm / Over-the-Wire,EA,1,08717648154270
Coronary,Dilatation,TREK,1012409-25,TREK Coronary Dilatation Catheter 3.50 mm x 25 mm / Over-the-Wire,EA,1,08717648154287
Coronary,Dilatation,TREK,1012409-30,TREK Coronary Dilatation Catheter 3.50 mm x 30 mm / Over-the-Wire,EA,1,08717648154294
Coronary,Dilatation,TREK,1012410-06,TREK Coronary Dilatation Catheter 3.75 mm x 6 mm / Over-the-Wire,EA,1,08717648154300
Coronary,Dilatation,TREK,1012410-08,TREK Coronary Dilatation Catheter 3.75 mm x 8 mm / Over-the-Wire,EA,1,08717648154317
Coronary,Dilatation,TREK,1012410-12,TREK Coronary Dilatation Catheter 3.75 mm x 12 mm / Over-the-Wire,EA,1,08717648154324
Coronary,Dilatation,TREK,1012410-15,TREK Coronary Dilatation Catheter 3.75 mm x 15 mm / Over-the-Wire,EA,1,08717648154331
Coronary,Dilatation,TREK,1012410-20,TREK Coronary Dilatation Catheter 3.75 mm x 20 mm / Over-the-Wire,EA,1,08717648154348
Coronary,Dilatation,TREK,1012410-25,TREK Coronary Dilatation Catheter 3.75 mm x 25 mm / Over-the-Wire,EA,1,08717648154355
Coronary,Dilatation,TREK,1012410-30,TREK Coronary Dilatation Catheter 3.75 mm x 30 mm / Over-the-Wire,EA,1,08717648154362
Coronary,Dilatation,TREK,1012411-06,TREK Coronary Dilatation Catheter 4.0 mm x 6 mm / Over-the-Wire,EA,1,08717648154379
Coronary,Dilatation,TREK,1012411-08,TREK Coronary Dilatation Catheter 4.0 mm x 8 mm / Over-the-Wire,EA,1,08717648154386
Coronary,Dilatation,TREK,1012411-12,TREK Coronary Dilatation Catheter 4.0 mm x 12 mm / Over-the-Wire,EA,1,08717648154393
Coronary,Dilatation,TREK,1012411-15,TREK Coronary Dilatation Catheter 4.0 mm x 15 mm / Over-the-Wire,EA,1,08717648154409
Coronary,Dilatation,TREK,1012411-20,TREK Coronary Dilatation Catheter 4.0 mm x 20 mm / Over-the-Wire,EA,1,08717648154416
Coronary,Dilatation,TREK,1012411-25,TREK Coronary Dilatation Catheter 4.0 mm x 25 mm / Over-the-Wire,EA,1,08717648154423
Coronary,Dilatation,TREK,1012411-30,TREK Coronary Dilatation Catheter 4.0 mm x 30 mm / Over-the-Wire,EA,1,08717648154430
Coronary,Dilatation,TREK,1012412-12,TREK Coronary Dilatation Catheter 4.5 mm x 12 mm / Over-the-Wire,EA,1,08717648154447
Coronary,Dilatation,TREK,1012412-15,TREK Coronary Dilatation Catheter 4.5 mm x 15 mm / Over-the-Wire,EA,1,08717648154454
Coronary,Dilatation,TREK,1012413-12,TREK Coronary Dilatation Catheter 5.0 mm x 12 mm / Over-the-Wire,EA,1,08717648154461
Coronary,Dilatation,TREK,1012413-15,TREK Coronary Dilatation Catheter 5.0 mm x 15 mm / Over-the-Wire,EA,1,08717648154478
Coronary,Drug Delivery,Xience Prime,1011731-33,XIENCE PRIME+ISI- Everolimus Eluting Coronary Stent System 2.5 mm x 33 mm/Rapid-Exchange,EA,1,08717648177026
Coronary,Drug Delivery,Xience Prime,1011731-38,XIENCE PRIME+ISI- Everolimus Eluting Coronary Stent System 2.5 mm x 38 mm/Rapid-Exchange,EA,1,08717648177033
Coronary,Drug Delivery,Xience Prime,1011732-33,XIENCE PRIME+ISI- Everolimus Eluting Coronary Stent System 2.75 mm x 33 mm/Rapid-Exchange,EA,1,08717648177101
Coronary,Drug Delivery,Xience Prime,1011732-38,XIENCE PRIME+ISI- Everolimus Eluting Coronary Stent System 2.75 mm x 38 mm/Rapid-Exchange,EA,1,08717648177118
Coronary,Drug Delivery,Xience Prime,1011733-33,XIENCE PRIME+ISI- Everolimus Eluting Coronary Stent System 3.0 mm x 33 mm/Rapid-Exchange,EA,1,08717648177187
Coronary,Drug Delivery,Xience Prime,1011733-38,XIENCE PRIME+ISI- Everolimus Eluting Coronary Stent System 3.0 mm x 38 mm/Rapid-Exchange,EA,1,08717648177194
Coronary,Drug Delivery,Xience Prime,1011734-33,XIENCE PRIME+ISI- Everolimus Eluting Coronary Stent System 3.5 mm x 33 mm/Rapid-Exchange,EA,1,08717648177262
Coronary,Drug Delivery,Xience Prime,1011734-38,XIENCE PRIME+ISI- Everolimus Eluting Coronary Stent System 3.5 mm x 38 mm/Rapid-Exchange,EA,1,08717648177279
Coronary,Drug Delivery,Xience Prime,1011735-33,XIENCE PRIME+ISI- Everolimus Eluting Coronary Stent System 4.0 mm x 33 mm/Rapid-Exchange,EA,1,08717648177347
Coronary,Drug Delivery,Xience Prime,1011735-38,XIENCE PRIME+ISI- Everolimus Eluting Coronary Stent System 4.0 mm x 38 mm/Rapid-Exchange,EA,1,08717648177354
Coronary,Drug Delivery,Xience V,1009539-08,XIENCE+ISI- V Everolimus Eluting Coronary Stent System  2.5 mm x 08 mm/Rapid-Exchange,EA,1,08717648063770
Coronary,Drug Delivery,Xience V,1009539-12,XIENCE+ISI- V Everolimus Eluting Coronary Stent System  2.5 mm x 12 mm/Rapid-Exchange,EA,1,08717648063794
Coronary,Drug Delivery,Xience V,1009539-15,XIENCE+ISI- V Everolimus Eluting Coronary Stent System  2.5 mm x 15 mm/Rapid-Exchange,EA,1,08717648063817
Coronary,Drug Delivery,Xience V,1009539-18,XIENCE+ISI- V Everolimus Eluting Coronary Stent System  2.5 mm x 18 mm/Rapid-Exchange,EA,1,08717648063831
Coronary,Drug Delivery,Xience V,1009539-23,XIENCE+ISI- V Everolimus Eluting Coronary Stent System  2.5 mm x 23 mm/Rapid-Exchange,EA,1,08717648063855
Coronary,Drug Delivery,Xience V,1009539-28,XIENCE+ISI- V Everolimus Eluting Coronary Stent System  2.5 mm x 28 mm/Rapid-Exchange,EA,1,08717648063879
Coronary,Drug Delivery,Xience V,1009540-08,XIENCE+ISI- V Everolimus Eluting Coronary Stent System  2.75 mm x 08 mm/Rapid-Exchange,EA,1,08717648063893
Coronary,Drug Delivery,Xience V,1009540-12,XIENCE+ISI- V Everolimus Eluting Coronary Stent System  2.75 mm x 12 mm/Rapid-Exchange,EA,1,08717648063916
Coronary,Drug Delivery,Xience V,1009540-15,XIENCE+ISI- V Everolimus Eluting Coronary Stent System  2.75 mm x 15 mm/Rapid-Exchange,EA,1,08717648063930
Coronary,Drug Delivery,Xience V,1009540-18,XIENCE+ISI- V Everolimus Eluting Coronary Stent System  2.75 mm x 18 mm/Rapid-Exchange,EA,1,08717648063954
Coronary,Drug Delivery,Xience V,1009540-23,XIENCE+ISI- V Everolimus Eluting Coronary Stent System  2.75 mm x 23 mm/Rapid-Exchange,EA,1,08717648063978
Coronary,Drug Delivery,Xience V,1009540-28,XIENCE+ISI- V Everolimus Eluting Coronary Stent System  2.75 mm x 28 mm/Rapid-Exchange,EA,1,08717648063992
Coronary,Drug Delivery,Xience V,1009541-08,XIENCE+ISI- V Everolimus Eluting Coronary Stent System  3.0 mm x 08 mm/Rapid-Exchange,EA,1,08717648064050
Coronary,Drug Delivery,Xience V,1009541-12,XIENCE+ISI- V Everolimus Eluting Coronary Stent System  3.0 mm x 12 mm/Rapid-Exchange,EA,1,08717648064074
Coronary,Drug Delivery,Xience V,1009541-15,XIENCE+ISI- V Everolimus Eluting Coronary Stent System  3.0 mm x 15 mm/Rapid-Exchange,EA,1,08717648064098
Coronary,Drug Delivery,Xience V,1009541-18,XIENCE+ISI- V Everolimus Eluting Coronary Stent System  3.0 mm x 18 mm/Rapid-Exchange,EA,1,08717648064111
Coronary,Drug Delivery,Xience V,1009541-23,XIENCE+ISI- V Everolimus Eluting Coronary Stent System  3.0 mm x 23 mm/Rapid-Exchange,EA,1,08717648064135
Coronary,Drug Delivery,Xience V,1009541-28,XIENCE+ISI- V Everolimus Eluting Coronary Stent System  3.0 mm x 28 mm/Rapid-Exchange,EA,1,08717648064159
Coronary,Drug Delivery,Xience V,1009542-08,XIENCE+ISI- V Everolimus Eluting Coronary Stent System  3.5 mm x 08 mm/Rapid-Exchange,EA,1,08717648064210
Coronary,Drug Delivery,Xience V,1009542-12,XIENCE+ISI- V Everolimus Eluting Coronary Stent System  3.5 mm x 12 mm/Rapid-Exchange,EA,1,08717648064234
Coronary,Drug Delivery,Xience V,1009542-15,XIENCE+ISI- V Everolimus Eluting Coronary Stent System  3.5 mm x 15 mm/Rapid-Exchange,EA,1,08717648064258
Coronary,Drug Delivery,Xience V,1009542-18,XIENCE+ISI- V Everolimus Eluting Coronary Stent System  3.5 mm x 18 mm/Rapid-Exchange,EA,1,08717648064272
Coronary,Drug Delivery,Xience V,1009542-23,XIENCE+ISI- V Everolimus Eluting Coronary Stent System  3.5 mm x 23 mm/Rapid-Exchange,EA,1,08717648064296
Coronary,Drug Delivery,Xience V,1009542-28,XIENCE+ISI- V Everolimus Eluting Coronary Stent System  3.5 mm x 28 mm/Rapid-Exchange,EA,1,08717648064319
Coronary,Drug Delivery,Xience V,1009543-08,XIENCE+ISI- V Everolimus Eluting Coronary Stent System  4.0 mm x 08 mm/Rapid-Exchange,EA,1,08717648064371
Coronary,Drug Delivery,Xience V,1009543-12,XIENCE+ISI- V Everolimus Eluting Coronary Stent System  4.0 mm x 12 mm/Rapid-Exchange,EA,1,08717648064395
Coronary,Drug Delivery,Xience V,1009543-15,XIENCE+ISI- V Everolimus Eluting Coronary Stent System  4.0 mm x 15 mm/Rapid-Exchange,EA,1,08717648064418
Coronary,Drug Delivery,Xience V,1009543-18,XIENCE+ISI- V Everolimus Eluting Coronary Stent System  4.0 mm x 18 mm/Rapid-Exchange,EA,1,08717648064432
Coronary,Drug Delivery,Xience V,1009543-23,XIENCE+ISI- V Everolimus Eluting Coronary Stent System  4.0 mm x 23 mm / Rapid-Exchange,EA,1,08717648064456
Coronary,Drug Delivery,Xience V,1009543-28,XIENCE+ISI- V Everolimus Eluting Coronary Stent System  4.0 mm x 28 mm/Rapid-Exchange,EA,1,08717648064470
Coronary,Drug Delivery,Xience V,1009544-08,XIENCE nano+ISI- Everolimus Eluting Coronary Stent System 2.25 mm x 08 mm / Rapid-Exchange,EA,1,08717648064531
Coronary,Drug Delivery,Xience V,1009544-12,XIENCE nano+ISI- Everolimus Eluting Coronary Stent System 2.25 mm x 12 mm / Rapid-Exchange,EA,1,08717648122934
Coronary,Drug Delivery,Xience V,1009544-15,XIENCE nano+ISI- Everolimus Eluting Coronary Stent System 2.25 mm x 15 mm / Rapid-Exchange,EA,1,08717648064562
Coronary,Drug Delivery,Xience V,1009544-18,XIENCE nano+ISI- Everolimus Eluting Coronary Stent System 2.25 mm x 18 mm / Rapid-Exchange,EA,1,08717648064586
Coronary,Drug Delivery,Xience V,1009544-23,XIENCE nano+ISI- Everolimus Eluting Coronary Stent System 2.25 mm x 23 mm / Rapid-Exchange,EA,1,08717648064609
Coronary,Drug Delivery,Xience V,1009544-28,XIENCE nano+ISI- Everolimus Eluting Coronary Stent System 2.25 mm x 28 mm / Rapid-Exchange,EA,1,08717648064623
Coronary,Drug Delivery,Xience V,1009545-08,XIENCE+ISI- V Everolimus Eluting Coronary Stent System  2.5 mm x 08 mm/Over-the-Wire,EA,1,08717648064647
Coronary,Drug Delivery,Xience V,1009545-12,XIENCE+ISI- V Everolimus Eluting Coronary Stent System  2.5 mm x 12 mm/Over-the-Wire,EA,1,08717648064661
Coronary,Drug Delivery,Xience V,1009545-15,XIENCE+ISI- V Everolimus Eluting Coronary Stent System  2.5 mm x 15 mm/Over-the-Wire,EA,1,08717648064685
Coronary,Drug Delivery,Xience V,1009545-18,XIENCE+ISI- V Everolimus Eluting Coronary Stent System  2.5 mm x 18 mm/Over-the-Wire,EA,1,08717648064708
Coronary,Drug Delivery,Xience V,1009545-23,XIENCE+ISI- V Everolimus Eluting Coronary Stent System  2.5 mm x 23 mm/Over-the-Wire,EA,1,08717648064722
Coronary,Drug Delivery,Xience V,1009545-28,XIENCE+ISI- V Everolimus Eluting Coronary Stent System  2.5 mm x 28 mm/Over-the-Wire,EA,1,08717648064746
Coronary,Drug Delivery,Xience V,1009546-08,XIENCE+ISI- V Everolimus Eluting Coronary Stent System  2.75 mm x 08 mm/Over-the-Wire,EA,1,08717648064760
Coronary,Drug Delivery,Xience V,1009546-12,XIENCE+ISI- V Everolimus Eluting Coronary Stent System  2.75 mm x 12 mm/Over-the-Wire,EA,1,08717648064784
Coronary,Drug Delivery,Xience V,1009546-15,XIENCE+ISI- V Everolimus Eluting Coronary Stent System  2.75 mm x 15 mm/Over-the-Wire,EA,1,08717648064807
Coronary,Drug Delivery,Xience V,1009546-18,XIENCE+ISI- V Everolimus Eluting Coronary Stent System  2.75 mm x 18 mm/Over-the-Wire,EA,1,08717648064821
Coronary,Drug Delivery,Xience V,1009546-23,XIENCE+ISI- V Everolimus Eluting Coronary Stent System  2.75 mm x 23 mm/Over-the-Wire,EA,1,08717648064845
